Offense,Category,Year,Time of Day,Occurred DateTime,Report DateTime,Location Type,Census Block Group,Latitude,Longitude,APD Sector,APD District,Council District
FALSE REPORT TO PEACE OFFICER,perjury,2017,Morning,2017-01-26 06:19:00,2017-01-26 06:19:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530420002.0,30.4312879,-97.7190377,Adam,3,7
DWI,traffic,2005,Night,2005-10-27 00:00:00,2005-10-27 00:00:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,1,9
THEFT BY SHOPLIFTING,theft,2014,Morning,2014-06-13 10:30:00,2014-06-13 10:51:00,DEPARTMENT / DISCOUNT STORE,4530403003.0,30.3412558,-97.6916723,Ida,2,4
DWI 2ND,traffic,2017,Afternoon,2017-07-17 14:00:00,2017-07-17 14:00:00,PARKING /DROP LOT/ GARAGE,4530318004.0,30.1767918,-97.825232,Frank,1,5
HARASSMENT,abuse,2022,Evening,2022-09-10 17:38:00,2022-09-10 17:38:00,RESIDENCE / HOME,4530416003.0,30.3619813,-97.678455,Edward,7,4
THEFT OF BICYCLE,theft,2005,Evening,2005-10-09 17:00:00,2005-10-11 12:39:00,RESIDENCE / HOME,4530023042.0,30.247332,-97.731847,Henry,2,3
ASSAULT BY CONTACT,assault,2024,Afternoon,2024-10-21 14:40:00,2024-11-05 17:22:00,HOTEL / MOTEL / ETC.,4530013111.0,30.2582419,-97.7524205,David,1,9
INJURY TO CHILD,abuse,2008,Afternoon,2008-09-20 15:08:00,2008-09-20 15:08:00,DEPARTMENT / DISCOUNT STORE,4530019103.0,30.2595416,-97.8017714,David,5,8
BURGLARY OF VEHICLE,theft,2019,Morning,2019-05-24 09:09:00,2019-05-24 09:09:00,GROCERY / SUPERMARKET,4530023043.0,30.2416695,-97.7204469,Henry,2,3
FRAUD - OTHER,fraud,2012,Afternoon,2012-02-08 12:00:00,2012-02-25 08:20:00,RESIDENCE / HOME,4910204054.0,30.4429474,-97.7868167,Adam,6,6
BURGLARY NON RESIDENCE,burglary,2011,Morning,2011-12-19 06:30:00,2011-12-19 17:40:00,RESIDENCE / HOME,4530021074.0,30.3052266,-97.6749459,Ida,4,1
FORGERY AND PASSING,fraud,2022,Afternoon,2022-02-01 15:25:00,2022-02-10 15:59:00,BANK / SAVINGS & LOAN,4530024483.0,30.1829936,-97.7262826,Frank,6,2
TAMPERING WITH EVIDENCE,obstruction,2011,Evening,2011-06-03 20:03:00,2011-06-03 20:03:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530431001.0,30.3581886,-97.694045,Edward,1,4
BURGLARY OF VEHICLE,theft,2005,Night,2005-12-16 21:53:00,2005-12-16 21:53:00,PARKING /DROP LOT/ GARAGE,4530024371.0,30.1659019,-97.7948187,Frank,7,5
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2009,Morning,2009-11-23 08:01:00,2009-11-23 08:42:00,RESIDENCE / HOME,4530013083.0,30.2336556,-97.7611383,David,2,3
BURGLARY OF VEHICLE,theft,2006,Evening,2006-10-24 20:00:00,2006-10-25 11:12:00,RESIDENCE / HOME,4530024373.0,30.1713027,-97.7920763,Frank,3,2
BURGLARY OF VEHICLE,theft,2012,Night,2012-12-09 01:00:00,2012-12-09 16:15:00,PARKING /DROP LOT/ GARAGE,4530432002.0,30.3473691,-97.699134,Edward,1,4
ASSAULT BY CONTACT FAM/DATING,assault,2009,Night,2009-10-18 01:30:00,2009-10-18 03:19:00,BAR / NIGHTCLUB,4530011022.0,30.266609,-97.7450234,George,1,9
THEFT,theft,2009,Afternoon,2009-03-06 14:25:00,2009-03-06 14:38:00,CONVENIENCE STORE,4530023241.0,30.2357646,-97.7200114,Henry,3,3
WARRANT ARREST NON TRAFFIC,court,2010,Night,2010-06-03 02:22:00,2010-06-03 03:05:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530008032.0,30.2771064,-97.7185926,Charlie,3,1
CRIMINAL MISCHIEF,property,2004,Evening,2004-05-26 17:50:00,2004-05-27 18:52:00,RESIDENCE / HOME,4530004011.0,30.2885489,-97.7200794,Charlie,3,9
ASSAULT WITH INJURY,assault,2004,Night,2004-08-02 21:00:00,2004-08-08 14:05:00,COMMERCIAL / OFFICE BUILDING,4530013103.0,30.253134,-97.7633395,David,1,9
FAMILY DISTURBANCE,family,2020,Night,2020-05-09 03:02:00,2020-05-09 03:02:00,RESIDENCE / HOME,4530024431.0,30.203142,-97.7694308,Frank,4,3
THEFT BY SHOPLIFTING,theft,2011,Evening,2011-02-10 19:52:00,2011-02-10 19:52:00,SPECIALTY  STORE,4530015011.0,30.3535575,-97.7361693,Baker,6,7
FAMILY DISTURBANCE,family,2019,Afternoon,2019-11-07 16:10:00,2019-11-07 16:10:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530019201.0,30.2494198,-97.8896082,David,6,8
FRAUD - OTHER,fraud,2007,Afternoon,2007-06-15 12:00:00,2007-07-02 13:12:00,RESIDENCE / HOME,4530438001.0,30.3835303,-97.6554838,Edward,7,1
CHILD CUSTODY INTERFERE,family,2021,Morning,2021-01-15 07:07:00,2021-01-15 08:11:00,RESIDENCE / HOME,4530405003.0,30.357715,-97.7260069,Ida,7,4
FAMILY DISTURBANCE,family,2013,Evening,2013-11-20 20:55:00,2013-11-20 20:55:00,RESIDENCE / HOME,4530023201.0,30.221926,-97.6951754,Henry,5,3
THEFT OF BICYCLE,theft,2025,Evening,2025-02-03 17:01:00,2025-02-13 15:45:00,RESIDENCE / HOME,4530411002.0,30.3875316,-97.6785511,Edward,4,7
FAMILY DISTURBANCE,family,2023,Night,2023-07-18 02:06:00,2023-07-18 02:06:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530012003.0,30.2792534,-97.7638158,Baker,2,9
THEFT,theft,2009,Night,2009-04-04 23:30:00,2009-04-05 20:14:00,RESIDENCE / HOME,4530021053.0,30.3192233,-97.6998724,Ida,5,4
FRAUD - OTHER,fraud,2016,Afternoon,2016-06-15 12:00:00,2016-06-21 10:40:00,RESIDENCE / HOME,4530023253.0,30.2326242,-97.7021236,Henry,3,3
THEFT,theft,2006,Evening,2006-04-03 20:07:00,2006-04-03 20:07:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530409003.0,30.3780333,-97.6925235,Edward,1,4
DOC OFFENSIVE GESTURE,disturbance,2003,Afternoon,2003-11-04 16:20:00,2003-11-04 17:26:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4910204062.0,30.443258,-97.7805398,Adam,4,6
FAMILY DISTURBANCE,family,2015,Night,2015-06-25 22:46:00,2015-06-25 22:46:00,RESIDENCE / HOME,4530402002.0,30.3266444,-97.680705,Ida,2,1
THEFT FROM AUTO,theft,2007,Morning,2007-03-21 07:10:00,2007-03-21 18:18:00,PARKING /DROP LOT/ GARAGE,4530024111.0,30.2084521,-97.7468474,Frank,5,2
POSS OF DRUG PARAPHERNALIA,drugs,2009,Night,2009-02-03 02:07:00,2009-02-03 02:07:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024031.0,30.2139103,-97.7609197,David,3,3
LIQUOR LAW VIOLATION/OTHER,drugs,2005,Afternoon,2005-01-28 14:24:00,2005-01-28 14:24:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530014032.0,30.2429489,-97.7333201,Henry,1,9
FRAUD - OTHER,fraud,2007,Afternoon,2007-10-17 12:00:00,2008-01-11 09:30:00,COMMERCIAL / OFFICE BUILDING,4530024472.0,30.2065646,-97.7271093,Frank,6,2
THEFT,theft,2017,Evening,2017-07-27 19:30:00,2017-07-28 17:29:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530008031.0,30.278278,-97.7131038,Charlie,3,1
BURGLARY OF VEHICLE,theft,2004,Night,2004-10-03 01:00:00,2004-10-03 11:29:00,PARKING /DROP LOT/ GARAGE,4530434002.0,30.3247377,-97.7012658,Edward,4,4
BURGLARY OF VEHICLE,theft,2017,Night,2017-09-28 03:00:00,2017-09-28 10:01:00,RESIDENCE / HOME,4530015053.0,30.3365973,-97.7246132,Ida,7,7
VIOL OF CAMPING ORDINANCE,ordinance,2023,Night,2023-05-30 23:05:00,2023-05-30 23:05:00,PARKING /DROP LOT/ GARAGE,4530011011.0,30.2696516,-97.7375527,George,1,9
DISTURBANCE - OTHER,disturbance,2021,Night,2021-05-10 00:32:00,2021-05-10 00:32:00,SERVICE/ GAS STATION,4530454003.0,30.3859032,-97.7260439,Adam,1,7
ROBBERY BY ASSAULT,robbery,2014,Evening,2014-11-29 18:56:00,2014-11-29 21:08:00,PARKING /DROP LOT/ GARAGE,4530003021.0,30.299731,-97.7195388,Baker,5,9
CRIMINAL MISCHIEF,property,2022,Evening,2022-06-10 20:57:00,2022-06-10 21:55:00,RESIDENCE / HOME,4530436003.0,30.3333438,-97.6761858,Edward,3,1
NUISANCE ABATEMENT,property,2011,Afternoon,2011-06-16 12:00:00,2011-06-16 12:00:00,COMMERCIAL / OFFICE BUILDING,4530003092.0,30.289294,-97.7032871,Baker,4,1
POSS CONTROLLED SUB/NARCOTIC,drugs,2013,Night,2013-11-02 21:13:00,2013-11-02 23:26:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4910204082.0,30.4553965,-97.7846629,Adam,5,6
FAMILY DISTURBANCE,family,2007,Night,2007-07-04 02:07:00,2007-07-04 02:07:00,RESIDENCE / HOME,4530400001.0,30.3381903,-97.7057278,Ida,8,4
BURGLARY OF VEHICLE,theft,2003,Morning,2003-09-07 05:30:00,2003-09-08 00:27:00,PARKING /DROP LOT/ GARAGE,4530019221.0,30.2406956,-97.7937192,David,4,5
FAMILY DISTURBANCE,family,2018,Afternoon,2018-11-18 13:23:00,2018-11-18 13:23:00,RESIDENCE / HOME,4530318001.0,30.1805383,-97.8268555,Frank,1,5
DISTURBANCE - OTHER,disturbance,2010,Night,2010-04-06 23:13:00,2010-04-06 23:13:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011012.0,30.2723402,-97.7466337,George,1,9
THEFT,theft,2012,Night,2012-04-14 23:30:00,2012-04-15 21:33:00,COMMERCIAL / OFFICE BUILDING,4530325003.0,30.413982,-97.7395123,Adam,2,6
FAMILY DISTURBANCE/PARENTAL,family,2018,Night,2018-01-26 22:02:00,2018-01-26 22:44:00,RESIDENCE / HOME,4530304002.0,30.2086419,-97.8007751,David,4,5
FRAUD - OTHER,fraud,2007,Afternoon,2007-10-08 15:00:00,2007-10-09 13:29:00,RESIDENCE / HOME,4530400004.0,30.3475531,-97.707704,Ida,8,4
VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING,sexual,2020,Night,2020-10-03 00:00:00,2020-10-15 12:11:00,RESIDENCE / HOME,4530024433.0,30.1947833,-97.7722404,Frank,4,2
FAMILY DISTURBANCE,family,2017,Night,2017-11-18 21:31:00,2017-11-18 21:31:00,RESIDENCE / HOME,4530019203.0,30.2654477,-97.8977772,David,6,8
THEFT BY SHOPLIFTING,theft,2018,Morning,2018-12-20 11:15:00,2018-12-20 12:57:00,COMMERCIAL / OFFICE BUILDING,4530024101.0,30.2092503,-97.7845904,David,3,2
ASSAULT WITH INJURY,assault,2021,Night,2021-12-05 04:10:00,2021-12-05 04:10:00,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,4530325002.0,30.4029496,-97.7353132,Adam,2,7
FAMILY DISTURBANCE,family,2016,Night,2016-03-12 23:17:00,2016-03-12 23:17:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4910204081.0,30.4660085,-97.7869768,Adam,5,6
CRIMINAL TRESPASS/TRANSIENT,trespass,2008,Morning,2008-07-03 06:48:00,2008-07-03 06:48:00,COMMERCIAL / OFFICE BUILDING,,,,David,4,5
THEFT,theft,2023,Morning,2023-07-24 11:17:00,2023-07-24 11:20:00,HOTEL / MOTEL / ETC.,4530011011.0,30.2696516,-97.7375527,George,2,9
BURGLARY OF RESIDENCE,burglary,2005,Evening,2005-08-12 18:45:00,2005-08-12 22:36:00,RESIDENCE / HOME,4530021073.0,30.3007794,-97.6789798,Ida,4,1
ASSAULT BY THREAT,assault,2019,Night,2019-08-28 21:34:00,2019-08-28 22:07:00,SPECIALTY  STORE,4530006061.0,30.2943811,-97.74318,Baker,1,9
INDECENCY WITH A CHILD/CONTACT,sexual,2013,Night,2013-06-02 00:00:00,2013-06-18 20:37:00,PARKING /DROP LOT/ GARAGE,4530021121.0,30.3179053,-97.68751,Ida,3,4
CUSTODY ARREST TRAFFIC WARR,court,2004,Evening,2004-09-20 17:00:00,2004-09-20 17:00:00,PARKING /DROP LOT/ GARAGE,4530008032.0,30.2771064,-97.7185926,Charlie,3,1
FAMILY DISTURBANCE,family,2011,Night,2011-05-30 21:44:00,2011-05-30 21:44:00,RESIDENCE / HOME,4530400004.0,30.3475531,-97.707704,Edward,1,4
AGG ROBBERY/DEADLY WEAPON,robbery,2021,Morning,2021-04-27 05:34:00,2021-04-27 05:34:00,PARKING /DROP LOT/ GARAGE,4530433002.0,30.3308302,-97.6910784,Ida,1,4
CHILD CUSTODY INTERFERE,family,2023,Night,2023-06-01 22:27:00,2023-06-01 22:27:00,RESIDENCE / HOME,4530021063.0,30.3057436,-97.6934095,Ida,4,4
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,burglary,2024,Evening,2024-09-07 19:00:00,2024-09-24 11:25:00,RENTAL STORAGE FACILITY,4530021052.0,30.3167562,-97.7105296,Ida,6,4
POSS CONTROLLED SUB/NARCOTIC,drugs,2023,Afternoon,2023-09-27 16:16:00,2023-09-27 16:16:00,PARKING /DROP LOT/ GARAGE,4530024511.0,30.1674716,-97.77431,Frank,7,2
AUTO THEFT,theft,2003,Night,2003-07-04 04:00:00,2003-07-04 11:03:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024121.0,30.1908591,-97.7471935,Frank,5,2
BURGLARY OF RESIDENCE,burglary,2007,Morning,2007-08-02 08:00:00,2007-08-04 03:53:00,RESIDENCE / HOME,4530023141.0,30.2311144,-97.7241938,Henry,4,3
BURGLARY OF VEHICLE,theft,2011,Evening,2011-01-06 19:00:00,2011-01-07 09:57:00,RESIDENCE / HOME,4530313002.0,30.1851088,-97.8596173,David,8,8
FAILURE TO REG AS SEX OFFENDER,sexual,2012,Afternoon,2012-08-05 12:00:00,2012-09-07 07:00:00,GOVERNMENT / PUBLIC BUILDING,4530011011.0,30.2696516,-97.7375527,George,2,9
ASSAULT BY THREAT,assault,2022,Evening,2022-06-16 17:15:00,2022-06-16 17:15:00,CONVENIENCE STORE,4530015034.0,30.3281841,-97.7106612,Ida,8,4
DWI 2ND,traffic,2006,Night,2006-04-19 00:37:00,2006-04-19 00:37:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
THEFT,theft,2010,Night,2010-10-31 01:00:00,2010-11-01 16:34:00,RESIDENCE / HOME,4530023242.0,30.2330217,-97.7182491,Henry,3,3
THEFT,theft,2018,Evening,2018-08-28 17:03:00,2018-08-28 17:03:00,GROCERY / SUPERMARKET,4530009022.0,30.2570243,-97.7106188,Charlie,1,3
POSS OF DRUG PARAPHERNALIA,drugs,2003,Evening,2003-04-13 20:00:00,2003-04-13 20:00:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024192.0,30.1903837,-97.7644093,Frank,8,2
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2020,Night,2020-05-08 21:45:00,2020-05-08 22:03:00,RESIDENCE / HOME,4530008033.0,30.2757418,-97.7259909,Charlie,3,1
POSS OF DRUG PARAPHERNALIA,drugs,2008,Night,2008-04-23 23:46:00,2008-04-23 23:46:00,PARKING /DROP LOT/ GARAGE,4530024191.0,30.1954505,-97.7637023,Frank,5,2
BURGLARY NON RESIDENCE,burglary,2010,Morning,2010-07-21 05:29:00,2010-07-21 05:29:00,PARKING /DROP LOT/ GARAGE,4530015041.0,30.3455683,-97.7184735,Ida,7,7
DISTURBANCE - OTHER,disturbance,2014,Night,2014-01-15 02:05:00,2014-01-15 02:05:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
AUTO THEFT,theft,2020,Evening,2020-08-20 18:30:00,2020-08-20 19:43:00,PARKING /DROP LOT/ GARAGE,4530405001.0,30.3664207,-97.7234381,Ida,7,4
RAPE,rape,2020,Morning,2020-08-13 07:32:00,2020-08-13 07:32:00,CONSTRUCTION SITE,4530023074.0,30.2302088,-97.7396708,Henry,2,3
ASSAULT BY CONTACT,assault,2011,Evening,2011-02-14 17:45:00,2011-02-14 18:25:00,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,4530002031.0,30.3080669,-97.7379856,Baker,5,9
THEFT OF SERVICE,theft,2019,Afternoon,2019-01-18 12:00:00,2019-01-30 10:39:00,RESIDENCE / HOME,4530024223.0,30.1802703,-97.7895912,Frank,3,2
FAMILY DISTURBANCE,family,2004,Afternoon,2004-09-18 12:39:00,2004-09-18 12:39:00,RESIDENCE / HOME,4530021113.0,30.2582833,-97.6793314,Charlie,5,3
ASSAULT WITH INJURY,assault,2023,Evening,2023-02-24 20:31:00,2023-02-24 20:31:00,AIR / BUS / TRAIN TERMINAL,4530011021.0,30.2684664,-97.7492191,George,1,9
FAMILY DISTURBANCE,family,2005,Evening,2005-08-12 19:10:00,2005-08-12 19:10:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023043.0,30.2416695,-97.7204469,Henry,2,3
DISTURBANCE - OTHER,disturbance,2018,Night,2018-01-26 21:10:00,2018-01-27 19:13:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011032.0,30.2646001,-97.7396453,George,2,9
CRED CARD ABUSE - OTHER,fraud,2015,Afternoon,2015-03-07 15:40:00,2015-03-07 16:07:00,COMMERCIAL / OFFICE BUILDING,4530346001.0,30.4228764,-97.8312572,Adam,8,10
THEFT,theft,2015,Night,2015-11-25 21:00:00,2015-11-27 12:40:00,OTHER / UNKNOWN,4530011011.0,30.2696516,-97.7375527,George,2,9
HARASSMENT,abuse,2011,Morning,2011-07-03 06:30:00,2011-07-03 07:14:00,RESIDENCE / HOME,4530401001.0,30.3559507,-97.7126267,Edward,2,4
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2022,Evening,2022-03-27 19:12:00,2022-03-27 19:12:00,RESIDENCE / HOME,4530019151.0,30.2405635,-97.8366971,David,6,8
THEFT BY SHOPLIFTING,theft,2005,Evening,2005-06-11 19:09:00,2005-06-11 19:09:00,DEPARTMENT / DISCOUNT STORE,4530024191.0,30.1954505,-97.7637023,Frank,5,2
FAMILY DISTURBANCE,family,2013,Night,2013-11-18 21:55:00,2013-11-18 21:55:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024242.0,30.1947656,-97.7946389,Frank,3,5
FAMILY DISTURBANCE,family,2004,Morning,2004-05-09 11:45:00,2004-05-09 11:45:00,RESIDENCE / HOME,4530004022.0,30.2836184,-97.7100419,Charlie,3,1
CRIMINAL MISCHIEF,property,2007,Morning,2007-05-19 05:46:00,2007-05-19 05:46:00,PARKING /DROP LOT/ GARAGE,,,,Edward,5,0
CRIMINAL TRESPASS,trespass,2014,Night,2014-12-27 23:00:00,2014-12-27 23:00:00,RESIDENCE / HOME,4530015041.0,30.3455683,-97.7184735,Ida,7,7
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,burglary,2022,Morning,2022-10-06 10:30:00,2022-10-10 09:11:00,RENTAL STORAGE FACILITY,4530020032.0,30.2191547,-97.7700294,David,3,3
BURGLARY OF VEHICLE,theft,2024,Night,2024-12-02 21:45:00,2024-12-13 17:06:00,PARKING /DROP LOT/ GARAGE,4530019113.0,30.2658389,-97.7751242,David,1,8
THEFT CATALYTIC CONVERTER,theft,2022,Morning,2022-05-09 10:00:00,2022-05-09 10:22:00,HOTEL / MOTEL / ETC.,4530324001.0,30.3907522,-97.7387405,Adam,1,7
BURGLARY OF VEHICLE,theft,2013,Night,2013-12-21 22:15:00,2013-12-21 23:10:00,PARKING /DROP LOT/ GARAGE,4530454002.0,30.4035607,-97.721309,Adam,2,7
INJURY TO CHILD,abuse,2007,Morning,2007-09-18 08:57:00,2007-09-18 08:57:00,RESIDENCE / HOME,4530023043.0,30.2416695,-97.7204469,Henry,2,3
THEFT BY SHOPLIFTING,theft,2014,Night,2014-03-10 21:15:00,2014-03-10 21:15:00,DEPARTMENT / DISCOUNT STORE,4530023222.0,30.221263,-97.7528359,David,2,3
DWI,traffic,2011,Night,2011-12-28 23:18:00,2011-12-28 23:18:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011012.0,30.2723402,-97.7466337,George,1,9
ASSAULT WITH INJURY,assault,2009,Evening,2009-11-04 19:00:00,2009-11-04 19:00:00,COMMERCIAL / OFFICE BUILDING,4530011011.0,30.2696516,-97.7375527,George,2,9
BURGLARY OF VEHICLE,theft,2016,Morning,2016-03-20 07:37:00,2016-03-20 07:37:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024512.0,30.157356,-97.7832595,Frank,7,5
FAMILY DISTURBANCE,family,2019,Evening,2019-08-25 17:31:00,2019-08-25 17:31:00,RESIDENCE / HOME,4530021102.0,30.2780303,-97.6724415,Charlie,5,1
BURGLARY OF VEHICLE,theft,2012,Evening,2012-08-10 20:00:00,2012-08-13 09:38:00,PARKING /DROP LOT/ GARAGE,4530023072.0,30.2216188,-97.7455143,Henry,2,3
THEFT,theft,2008,Evening,2008-11-04 19:00:00,2008-11-05 01:04:00,COMMERCIAL / OFFICE BUILDING,4530008042.0,30.2703213,-97.7245579,Charlie,2,1
INHALANT ABUSE,drugs,2018,Morning,2018-08-03 06:56:00,2018-08-03 06:56:00,PARK / PLAYGROUND,4530023232.0,30.2333784,-97.7481133,David,2,3
POSS CONTROLLED SUB/SYN NARC,drugs,2018,Night,2018-11-28 01:28:00,2018-11-28 01:28:00,PARKING /DROP LOT/ GARAGE,4530403004.0,30.3533277,-97.6888401,Edward,3,4
FAMILY DISTURBANCE,family,2009,Afternoon,2009-11-18 16:22:00,2009-11-18 16:22:00,RESIDENCE / HOME,4530024392.0,30.1602671,-97.7401108,Frank,7,2
CRIMINAL TRESPASS,trespass,2005,Night,2005-11-02 00:05:00,2005-11-02 00:05:00,HOTEL / MOTEL / ETC.,4530431001.0,30.3581886,-97.694045,Edward,1,4
FAMILY DISTURBANCE,family,2006,Morning,2006-07-04 10:38:00,2006-07-04 10:38:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530003052.0,30.3138371,-97.7287094,Baker,5,9
POSSESSION OF MARIJUANA,drugs,2020,Evening,2020-02-06 20:25:00,2020-02-06 20:25:00,RESIDENCE / HOME,4530437001.0,30.392312,-97.6673246,Edward,7,1
ASSAULT WITH INJURY,assault,2022,Night,2022-07-28 00:12:00,2022-07-28 04:16:00,RESIDENCE / HOME,4530023102.0,30.2423539,-97.6592003,Henry,8,2
DEADLY CONDUCT,aggravated assault,2022,Night,2022-04-30 23:59:00,2022-04-30 23:59:00,RESIDENCE / HOME,4530024121.0,30.1908591,-97.7471935,Frank,5,2
DWI,traffic,2003,Night,2003-02-01 22:56:00,2003-02-01 22:56:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023074.0,30.2302088,-97.7396708,Henry,2,3
LIQUOR LAW VIOLATION/OTHER,drugs,2014,Evening,2014-08-04 20:25:00,2014-08-04 20:25:00,AIR / BUS / TRAIN TERMINAL,4530020072.0,30.2350554,-97.7825504,David,2,5
FAMILY DISTURBANCE,family,2010,Evening,2010-06-22 17:16:00,2010-06-22 17:49:00,RESIDENCE / HOME,4530432003.0,30.3519268,-97.7021453,Edward,1,4
CRIMINAL MISCHIEF,property,2015,Night,2015-07-05 02:25:00,2015-07-05 18:43:00,RESIDENCE / HOME,4530024392.0,30.1602671,-97.7401108,Frank,7,2
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2005,Morning,2005-06-12 08:15:00,2005-06-12 09:50:00,RESIDENCE / HOME,4530023042.0,30.247332,-97.731847,Henry,2,3
FAMILY DISTURBANCE,family,2019,Morning,2019-10-06 11:20:00,2019-10-06 11:20:00,RESIDENCE / HOME,4530011031.0,30.2590809,-97.73992,George,3,9
BURGLARY OF VEHICLE,theft,2009,Night,2009-08-23 23:00:00,2009-08-24 04:48:00,PARKING /DROP LOT/ GARAGE,4530021121.0,30.3179053,-97.68751,Ida,3,4
AUTO THEFT,theft,2019,Evening,2019-12-01 20:16:00,2019-12-01 20:16:00,PARKING /DROP LOT/ GARAGE,4530012004.0,30.26744,-97.7539977,George,1,9
TERRORISTIC THREAT,terrorism,2009,Afternoon,2009-07-30 12:00:00,2009-08-03 11:59:00,RESIDENCE / HOME,4530421002.0,30.4159575,-97.6896781,Adam,3,7
AGG ASSAULT,aggravated assault,2006,Night,2006-06-02 21:36:00,2006-06-02 22:54:00,CONVENIENCE STORE,4530013081.0,30.2276787,-97.7650543,David,2,3
FAMILY DISTURBANCE,family,2014,Morning,2014-03-04 11:15:00,2014-03-04 11:15:00,RESIDENCE / HOME,4530008041.0,30.2696968,-97.7174616,Charlie,2,1
CRIMINAL MISCHIEF,property,2015,Afternoon,2015-11-10 16:11:00,2015-11-11 10:12:00,GROCERY / SUPERMARKET,4530021041.0,30.3172502,-97.6946194,Ida,5,4
DWI 2ND,traffic,2021,Night,2021-06-03 00:03:00,2021-06-03 01:03:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021133.0,30.3207132,-97.6732562,Ida,3,1
FAMILY DISTURBANCE,family,2017,Evening,2017-09-06 17:02:00,2017-09-06 18:08:00,RESIDENCE / HOME,4530024512.0,30.157356,-97.7832595,Frank,7,5
ASSAULT BY CONTACT FAM/DATING,assault,2015,Morning,2015-06-12 09:07:00,2015-06-12 09:07:00,PARKING /DROP LOT/ GARAGE,,,,Frank,1,5
FAMILY DISTURBANCE,family,2019,Morning,2019-10-13 08:59:00,2019-10-13 08:59:00,RESIDENCE / HOME,4530406003.0,30.3615461,-97.7013235,Edward,1,4
BURGLARY OF VEHICLE,theft,2011,Night,2011-04-15 00:00:00,2011-04-15 09:22:00,PARKING /DROP LOT/ GARAGE,4530422003.0,30.4122241,-97.695276,Adam,3,7
DEL CONTROLLED SUB/NARCOTIC,drugs,2014,Afternoon,2014-04-09 14:00:00,2014-04-09 14:00:00,RESIDENCE / HOME,4530436003.0,30.3333438,-97.6761858,Edward,3,1
DISTURBANCE - OTHER,disturbance,2021,Morning,2021-09-18 10:38:00,2021-09-18 10:38:00,RESIDENCE / HOME,4530008023.0,30.2700814,-97.7111778,Charlie,2,1
BURGLARY OF VEHICLE,theft,2003,Afternoon,2003-07-25 16:33:00,2003-07-25 16:33:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021054.0,30.3169564,-97.7053727,Ida,5,4
FEDERAL VIOL/OTHER,other,2021,Afternoon,2021-06-11 12:00:00,2021-06-15 17:30:00,BANK / SAVINGS & LOAN,4530011011.0,30.2696516,-97.7375527,George,1,9
DWI,traffic,2008,Night,2008-11-01 21:12:00,2008-11-01 21:12:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530015033.0,30.3278956,-97.7196904,Ida,6,4
GRAFFITI,nuisance,2010,Afternoon,2010-12-08 15:00:00,2010-12-08 17:48:00,COMMERCIAL / OFFICE BUILDING,4530316002.0,30.4176999,-97.7356464,Adam,3,7
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2019,Morning,2019-12-21 09:16:00,2019-12-21 09:16:00,HOTEL / MOTEL / ETC.,4530412001.0,30.4000489,-97.6816424,Edward,4,7
